imdbID,original title,genres,countries,country codes,box office,certificates,rating,votes,plot outline,year,kind,full-size cover url
0000459,"Panorama of Riker's Island, N.Y.","Short,Documentary",United States,us,N/A,N/A,4.4,77,N/A,1903,movie,N/A
0000462,La poule fantaisiste,Short,France,fr,N/A,N/A,N/A,N/A,N/A,1903,movie,N/A
0000463,Puerto de Barcelona,"Documentary,Short",Spain,es,N/A,N/A,N/A,N/A,N/A,1903,movie,N/A
0000464,Rip Van Winkle,"Short,Comedy",United States,us,N/A,N/A,4.8,444,"An abridged version of the tale of Rip Van Winkle, a lazy American man who wanders off one day with his dog Wolf into the Kaatskill Mountains, where he runs into an odd group of men drinking and playing bowls. He drinks some of their mysterious brew and passes out. When he wakes up under a tree he is astonished to find that 20 years have passed and things are very different. This is a charming story about how the Revolutionary War, only in a different and more subtle way than ever told before.",1903,short,https://m.media-amazon.com/images/M/MV5BNmYxMTliNzUtM2U0My00NDU5LWI5ZWYtYTBjYTkzYTVjYjA2XkEyXkFqcGdeQXVyNTIzOTk5ODM@.jpg
0000465,Le royaume des fées,"Short,Adventure,Fantasy",France,fr,N/A,N/A,7.3,1628,"In this spectacular, meticulously hand-coloured movie which incorporates a plethora of never-seen-before special effects, interchanging panoramas and soft dissolves, the indefatigable director Georges Méliès presents a free adaptation of the popular theatre play ""La Biche au Bois"" by the brothers Cogniard. Following the announcement of the espousal of the beautiful young Princess Azurine and the noble Prince Bel-Azor, a baleful old witch casts a fiery and sulphurous curse on the innocent woman, and then aided by her evil minions, captures her and takes off on a blazing gilded chariot. But the valiant Prince along with the Fairy Godmother, Aurora, pursue the sorceress, from the unfathomable chasms of the eternal sea to great Neptune's realm, and finally, the abominable witch's impregnable castle. Who shall stand in the way of love?",1903,short,https://m.media-amazon.com/images/M/MV5BOTZkMDAwYWQtZGU5Mi00MmU5LWJhNTItMGQ5M2NjNWM4ZmRkXkEyXkFqcGdeQXVyNDE5MTU2MDE@.jpg
0000466,Répétition dans un cirque,Short,France,fr,N/A,N/A,N/A,N/A,N/A,1903,movie,N/A
0000467,Secours aux naufragés,Short,France,fr,N/A,N/A,N/A,N/A,N/A,1903,movie,N/A
0000468,Service précipité,Short,France,fr,N/A,N/A,N/A,N/A,N/A,1903,movie,N/A
0000469,The Sick Kitten,"Short,Comedy,Family",United Kingdom,gb,N/A,N/A,5.8,1074,"A simple scene of two rather flamboyantly-dressed Edwardian children attempting to feed a spoonful of medicine to a sick kitten. The film is important for being one of the earliest films to cut to a close-up, then back again to the same medium shot as before",1903,movie,https://m.media-amazon.com/images/M/MV5BMjYzODNjMTYtOWQyMy00YWYyLWFhMjQtMTBhN2VkYzU1Yjg1XkEyXkFqcGdeQXVyNDExODQzNDA@.jpg
0000470,Les surprises de l'affichage,Short,France,fr,N/A,N/A,N/A,N/A,N/A,1903,movie,N/A
0000471,Uncle Tom's Cabin,"Short,Drama",United States,us,N/A,N/A,5.2,500,"Based on the novel by Harriet Beecher Stowe: Eliza, a slave who has a young child, pleads with Tom, another slave, to escape with her. Tom does not leave, but Eliza flees with her child. After getting some help to escape the slave traders who are looking for her, she then must try to cross the icy Ohio River if she wants to be free. Meanwhile, Tom is sold from one master to another, and his fortunes vary widely.",1903,short,https://m.media-amazon.com/images/M/MV5BMjAzNTI3MzI0Nl5BMl5BanBnXkFtZTcwMzQ1MTYzMw@@.jpg
0000474,Le voleur sacrilège,Short,France,fr,N/A,N/A,N/A,N/A,N/A,1903,movie,N/A
0000472,Uncle Tom's Cabin,"Short,Drama",United States,us,N/A,N/A,6.3,23,N/A,1903,movie,N/A
0000475,The Adventurous Voyage of 'The Arctic',"Short,Drama",United Kingdom,gb,N/A,N/A,N/A,N/A,N/A,1903,movie,N/A
0000473,La valise enchantée,Short,France,fr,N/A,N/A,N/A,N/A,N/A,1905,movie,N/A
0000476,Après la fête,Short,France,fr,N/A,N/A,N/A,N/A,N/A,1904,movie,N/A
0000477,L'assassinat du courrier de Lyon,"Short,Drama",France,fr,N/A,N/A,N/A,N/A,N/A,1904,movie,N/A
0000480,Le coffre enchanté,"Short,Fantasy",France,fr,N/A,N/A,5.1,202,N/A,1904,movie,https://m.media-amazon.com/images/M/MV5BODkyZmU2NTktM2ZkZi00YTA5LTg2NmUtNTQ1ZjRhYzgzMWJmXkEyXkFqcGdeQXVyNTI2NTY2MDI@.jpg
0000479,Buy Your Own Cherries,"Short,Drama",United Kingdom,gb,N/A,N/A,5.3,392,"A barmaid plies a swell with smiles and with cherries from a box that's just been delivered. When she refuses a cherry to a roughly-dressed tradesman who runs a tab at the bar, he pays off his debt in a huff, using all his week's pay. He then storms penniless and without provisions into his ill-furnished house where his wife and two children, ill-clad and ill-fed, cower. Is there any hope for him and for his family? If he does realize how low he's sunk, what help is there to lift him up? Will the family ever know the taste of cherries?",1904,movie,https://m.media-amazon.com/images/M/MV5BMDRjYTU1NzEtODRhNC00NTY4LTlkZDEtZmI4ZmU2ZGYxZDc0XkEyXkFqcGdeQXVyODE2Nzc4NTA@.jpg
0000482,Comment on disperse les foules,"Short,Comedy",France,fr,N/A,N/A,N/A,N/A,N/A,1904,movie,N/A
0000486,A Gentleman of France,"Drama,Short",United States,us,N/A,N/A,N/A,N/A,N/A,1905,movie,N/A
0000484,Les enfants du miracle,Short,France,fr,N/A,N/A,N/A,N/A,N/A,1904,movie,N/A
0000483,Les deux rivaux,"Short,Comedy",France,fr,N/A,N/A,N/A,N/A,N/A,1904,movie,N/A
0000485,La gavotte de la reine,Short,France,fr,N/A,N/A,N/A,N/A,N/A,1904,movie,N/A
0000478,Behind the Scenes,"Short,Comedy",United Kingdom,gb,N/A,N/A,N/A,N/A,N/A,1904,movie,N/A
0000481,A Collier's Life,Short,United Kingdom,gb,N/A,N/A,N/A,N/A,N/A,1904,movie,N/A
0000488,The Land Beyond the Sunset,"Short,Drama,Fantasy",United States,us,N/A,N/A,6.9,815,"Thanks to the Fresh Air Fund, a slum child escapes his drunken mother for a day's outing in the country. Upon arriving, he and the other children are told a story about a mythical land of no pain. Rather then return to the slum at day's end, the lad seeks to journey to that beautiful land beyond the sunset.",1912,short,https://m.media-amazon.com/images/M/MV5BMTMzMDcxMjgyNl5BMl5BanBnXkFtZTcwOTgxNjg4Mg@@.jpg
0000489,La leçon de pipeau,Short,France,fr,N/A,N/A,N/A,N/A,N/A,1904,movie,N/A
0000487,The Great Train Robbery,"Short,Western",United States,us,N/A,N/A,6.9,522,"The first scene shows the chief as he explains to his followers the plan of the great train robbery. Two masked robbers enter and compel the operator to stop the approaching train. They make him write an order to the engineer to take water at this station instead of at the regular watering stop. The train stops, the conductor comes to the office window, where the operator delivers the order while the bandits keep their revolvers trained on him. No sooner has the conductor left when they bind and gag the operator, and hastily depart to catch the moving train. This scene shows the train at the water tank. The bandits are hiding behind the tank, and just before the train pulls out they quickly board the express car wherein the messenger is busily engaged with his duties. Alarmed by the unusual sound, the messenger unlocks the door, peeps through the keyhole, discovers the bandits and quickly locks the iron boxes which contain the valuables. He then throws the key through small window and pulls out his revolver to defend the valuables entrusted to him. Two robbers succeed in entering the car. The messenger bravely attacks them and discharges his revolver, but he is quickly laid low by a bullet. The bandits bind and gag him and then try to open the treasure box. When they find it locked they search the messenger for the key, and as they do not find it, they blow up the strong box with dynamite. They take the valuables and the mail bags and quickly leave the car. During all this time the train is seen flying past beautiful scenery. While two of the robbers blow up the strong box in the express car, two other ones hold the engineer and the fireman at pistols' point. The fireman takes a coal shovel and climbs up on the tender to defend himself and his position, but he soon finds himself overpowered and thrown from the swiftly moving train. The two bandits then compel the engineer to stop the train. Forced by the robbers, the engineer brings the train to a stop, uncouples the engine and pulls ahead about two hundred feet, always covered by the bandits' pistols. In the meantime two of the bandits compel the passengers to leave the coaches with hands up. They line them up along the tracks, go through their pockets and relieve them of all their valuables. One passenger makes an attempt to escape, but is instantly shot down by one of the bandits. As soon as they have all the booty the bandits mount the engine and make good their escape, while the passengers lend their helping hand to their unfortunate friend who is badly wounded by one of the bandits. The bandits bring all the booty on the locomotive and command the engineer to pull the lever and pretty soon we see them disappear in the distance. Far out in the rough countries the bandits command the engineer to stop, descend from the engine, and escape to the mountains with the stolen goods. This scene shows the bandits coming down from the mountains into the valley, where they cross a stream to get to a place of safety. The scenery is truly beautiful. One of the robbers, in his hurry, slips and falls in the water, but he quickly rises and makes good his escape. This scene brings us back to the interior of the telegraph office, where the operator lies bound and gagged on the floor. After a desperate struggle he succeeds in reaching the table where his instruments stand. He telegraphs for help and manipulates the key with his mouth, and then falls to the floor, fainting from exhaustion. The operator's little daughter enters to bring him his daily dinner. She finds her father bound, kneels down, praying to the Lord to give her strength to help her poor father, throws a glass of water in his face, restoring him to consciousness, takes a knife and cuts the ropes and removes the gag from his mouth. This typical Western dance hall shows some men in company with women. A tenderfoot appears upon the scene and is made to dance in the regular Western style. Suddenly the door opens, the operator's little daughter enters and relates what has happened. The men quickly stop their merriment, take their guns and leave in pursuit of the outlaws. The bandits are seen dashing through the woods on spirited horses followed closely by the Sheriff and a large posse. One of the bandits is shot and falls from his horse, but he staggers to his feet again and kills one of the Deputy Sheriffs before he expires. This scene shows the bandits in a fierce fight with the Sheriff's posse. The bandits dismount their horses, and, not thinking that the Sheriff and his Deputy were so near, are just beginning to look over their booty when suddenly the Sheriff and his Deputies appear on the scene. A desperate battle takes place, and, after a brave stand the bandits and several of the pursuers breathe their last. This scene shows a life-size picture of Daniels, the chief of the bandits, as he takes aim and fires into the audience. The picture is so realistic that women scream, and even though no sound is heard, they put their fingers in their ears to shut out the noise of the firing.",1904,movie,https://m.media-amazon.com/images/M/MV5BNTEyMjAxMzEtNzEzYy00MGUxLWJkNGMtZjQ1MjkwY2M5NDk1XkEyXkFqcGdeQXVyNDYwMjAyMzM@.jpg
0000490,L'oiseau envolé,Short,France,fr,N/A,N/A,N/A,N/A,N/A,1904,movie,N/A
0000491,Opening the Williamsburg Bridge,"Short,News",United States,us,N/A,N/A,3.6,68,N/A,1904,movie,N/A
0000492,Personal,"Comedy,Short",United States,us,N/A,N/A,4.8,126,"A man who has placed a personal advertisement for a prospective wife goes to wait at the meeting place that he designated. Soon a woman comes in response to the advertisement. Before the two have a chance to converse, several more women arrive on the scene. Now completely flustered, the man flees, initiating a lengthy chase.",1904,movie,N/A
0000494,Le pompon malencontreux,Short,France,fr,N/A,N/A,N/A,N/A,N/A,1904,movie,N/A
0000497,A Railway Tragedy,"Short,Crime",United Kingdom,gb,N/A,N/A,5.2,84,"A woman arriving at a train station is unaware that a nearby stranger is closely eyeing her and her purse as she leaves her carriage. As she waits for her train, the same stranger lurks nearby on the platform, so that he can make sure to sit in the same compartment with her. When the train gets underway and the woman dozes off, the stranger reveals his ill intentions.",1904,movie,https://m.media-amazon.com/images/M/MV5BOTNmODE1YmEtMmRjZS00ZjdkLWIxNDctMDgzNTAxN2NmOWQyXkEyXkFqcGdeQXVyNTM3MDMyMDQ@.jpg
0000493,Pierrot assassin,Short,France,fr,N/A,N/A,N/A,N/A,N/A,1904,movie,N/A
0000499,Le voyage à travers l'impossible,"Short,Action,Adventure,Family,Fantasy,Sci-Fi",France,fr,N/A,N/A,7.5,3679,"Before the eminent scientists and members of the renowned geographic society called the Institute of Incoherent Geography, the unconventional and resolute engineer, Mabouloff, lays out his extremely ambitious plans for an unprecedented exploration around the globe. By means of all possible ways of transportation, the enthusiastic travellers start off their impossible voyage from the snow-capped Alps; however, right from the start, calamity strikes. In the end, is man meant to conquer the unfathomable boundaries of earth and space?",1904,short,https://m.media-amazon.com/images/M/MV5BYjI3ZmRjYWYtNzhlMy00M2ZjLTliOTctZDhlM2YwZDcxMDE3XkEyXkFqcGdeQXVyNDE5MTU2MDE@.jpg
0000496,Railroad Smashup,"Short,Action",United States,us,N/A,N/A,5.9,65,N/A,1904,movie,N/A
0000498,Rescued by Rover,"Short,Crime,Drama,Family",United Kingdom,gb,N/A,N/A,6.6,1220,"Rescued by Rover is a film about a dog. Not only is it a film about a dog it is also a film about the kidnaping of a young baby by an old woman. With these two classical Hollywood ingredients and some stunning dialogue, (It's silent!), Rescued by Rover really hits a nerve. The repeated shots provide some interest in what, surprisingly, is an entertaining example of early cinema, canine heroics and a man wearing mascara.",1905,short,https://m.media-amazon.com/images/M/MV5BNjc0NWJjY2QtODAzZi00MDAyLTg3YjctYWFmODMxMzNlZDc5XkEyXkFqcGdeQXVyNTM3MDMyMDQ@.jpg
0000500,The Abductors,Short,United States,us,N/A,N/A,N/A,N/A,N/A,1905,movie,N/A
0000501,Adventures of Sherlock Holmes,"Short,Crime,Drama,Mystery",United States,us,N/A,N/A,4.6,51,"A group of bandits, who sign their ransom note 'The Sign of the Four', kidnap a millionaire's daughter. The panicking father visits the famous detective Sherlock Holmes and pleads for help. Sherlock Holmes meets the bandits at the rendezvous location, and after a number of adventures with narrow escapes, he rescues the child, returning him to 221B Baker Street for the joyful reunion with the father.",1905,movie,https://m.media-amazon.com/images/M/MV5BZjZjN2EyMjUtNzUxZi00NjYxLThkNzktNTBkMGFmZTc3MWE5XkEyXkFqcGdeQXVyNjcyNjg3NjQ@.jpg
0000495,Le pêcheur de perles,"Short,Fantasy",France,fr,N/A,N/A,6.0,112,"Captivated by a vision of beckoning women, a man dives into the ocean, and soon finds himself walking on the ocean floor. After encountering numerous sea creatures, he comes to a giant oyster. When the oyster is opened, a strange adventure begins for the diver.",1907,movie,N/A
0000503,"Corrida de beneficencia en Zaragoza, por Quinito y Montes","Short,Documentary",Spain,es,N/A,N/A,N/A,N/A,"Short documentary about a bullfight in Zaragoza. It is possible to see the ""picadores"" (horsemen armed with a pike) in horses without its actual protection, normal practice in the epoque's bullfights. Horses used to be injured and replaced several times.",1905,movie,N/A
0000504,Coso y Paseo de Santa Engracia (Calles y plazas de Zaragoza),"Documentary,Short",Spain,es,N/A,N/A,N/A,N/A,N/A,1905,movie,N/A
0000502,Bohemios,,Spain,es,N/A,N/A,4.1,15,N/A,1905,movie,N/A
0000505,La course à la perruque,"Short,Comedy",France,fr,N/A,N/A,6.5,29,N/A,1906,movie,N/A
0000506,"D.T.'s, or the Effect of Drink","Short,Drama",United Kingdom,gb,N/A,N/A,N/A,N/A,N/A,1905,movie,N/A
0000507,Departure of Peary and the Roosevelt from New York,"Short,News",United States,us,N/A,N/A,3.4,59,N/A,1905,movie,N/A
0000508,Desde el coso a la calle Cerdán (Calles y plazas de Zaragoza),"Documentary,Short",Spain,es,N/A,N/A,N/A,N/A,N/A,1905,movie,N/A
0000509,Les débuts d'un chauffeur,"Short,Comedy",France,fr,N/A,N/A,5.8,46,"The proud owner of a new car in 1907 gets behind the wheel for the first time and weaves down the street, hitting everything from lamp-posts to market stalls and baby carriages. An ever-increasing crowd of incensed pursuers chases after him...",1906,movie,N/A
0000510,El dúo de la Africana,Short,Spain,es,N/A,N/A,N/A,N/A,N/A,1905,movie,N/A
0000511,Esmeralda,"Short,Drama",France,fr,N/A,N/A,6.4,45,N/A,1905,movie,N/A
0000513,Gigantes y cabezudos,"Documentary,Short",Spain,es,N/A,N/A,N/A,N/A,N/A,1905,movie,N/A
0000512,Funeral of Hiram Cronk,"Documentary,Short,News,War",United States,us,N/A,N/A,4.5,71,N/A,1905,movie,N/A
0000515,Los guapos del parque,"Short,Comedy",Spain,es,N/A,N/A,4.8,95,N/A,1904,movie,https://m.media-amazon.com/images/M/MV5BNjBmYWI1YTgtMDZmZC00ZjM0LTgzNGQtMWVkZjBjMDk2MTExXkEyXkFqcGdeQXVyNjYxMzM2NA@@.jpg
0000516,El hotel eléctrico,"Animation,Short,Fantasy,Sci-Fi","Spain,France","es,fr",N/A,N/A,6.6,1040,"According to the rapid strides that electricity is making in this wonderful age we are not surprised to see in this picture an ideal hotel of the future in which everything is done by electricity. We see a couple entering the hostelry and, after registering, the clerk touches a button and away goes the baggage on to the elevator, which stops at the proper floors and the grips enter the room without the aid of anyone. Many amusing incidents follow. Finally they pay the penalty for all the latest improvements, for something goes wrong with the electric plant in the cellar and mixes the whole place up. We see all the furnishings start to turn in all directions and the unfortunate guests find themselves in the midst of the affray. They manage to get to the door and are tumbled out and rolled across the street till out of the reach of the magnetic force, where they pick up their belongings and hurry home, vowing never to enter another electric hotel.",1908,movie,https://m.media-amazon.com/images/M/MV5BYmQ4Y2ZjODYtOTQyNy00OTI1LThkMjgtYmI4YzBlMDA5ZThmXkEyXkFqcGdeQXVyNDE5MTU2MDE@.jpg
0000517,El húsar de la guardia,Short,Spain,es,N/A,N/A,N/A,N/A,N/A,1905,movie,N/A
0000514,Los guapos de la Vaquería del Parque,"Short,Comedy",Spain,es,N/A,N/A,N/A,N/A,N/A,1905,movie,N/A
0000520,The Life of Charles Peace,"Short,Biography,Crime",United Kingdom,gb,N/A,N/A,6.3,55,N/A,1905,movie,N/A
0000519,The Kleptomaniac,"Crime,Drama,Short",United States,us,N/A,N/A,5.7,381,"A well-dressed woman leaves her home and takes a carriage to a department store. While she is in the store, she steals several items, and is caught by store employees. Meanwhile, a poor woman with two small children steals a loaf of bread out of desperation, and she is quickly caught and arrested. Both women are taken to the police station and then into court, to see what penalty each of them must face.",1905,short,https://m.media-amazon.com/images/M/MV5BMjAzNTI3MzI0Nl5BMl5BanBnXkFtZTcwMzQ1MTYzMw@@.jpg
0000521,The Little Train Robbery,"Short,Action,Crime,Family,Western",United States,us,N/A,N/A,5.5,312,"Seven or eight fellows are sitting around when their boss, a gal, tells them to put on their masks; she brings in a blindfolded man and sends the boys out to do a job. They borrow horses, block a train track, and set up an ambush. They knock out the engineer and rob each passenger, all of whom are dressed in white. The gang escapes in the first car of the train, then they remount their horses and scramble through forest and across a creek. Police pursue on foot. Back at the hideout, the gang split the swag and run from the cops. The gang tries swimming to safety, but the cops have a rowboat. Will any escape?",1905,short,https://m.media-amazon.com/images/M/MV5BNjk2ODkzMDktOTA0OC00YmQ2LThlZWItZTliZWQ5NzM5MzU4XkEyXkFqcGdeQXVyNTM3MDMyMDQ@.jpg
0000518,Juanito el forzudo,Short,Spain,es,N/A,N/A,N/A,N/A,N/A,1905,movie,N/A
0000522,The Moonshiners,"Short,Action,Drama",United States,us,N/A,N/A,N/A,N/A,N/A,1905,movie,N/A
0000523,Moose Hunting in Newfoundland,"Documentary,Short",United States,us,N/A,N/A,N/A,N/A,N/A,1905,movie,N/A
0000524,New York Subway,"Short,Documentary",United States,us,N/A,N/A,5.8,758,"Starting at Union Square, we are taken for an underground excursion, following the path of a subway train as it makes its way through New York City subway tunnels on its journey to the old Grand Central Station.",1905,short,https://m.media-amazon.com/images/M/MV5BYTRlNmNhMmQtMjc5NS00Yzk5LWI0NjMtNzA0MTM1YmZmY2Q5L2ltYWdlXkEyXkFqcGdeQXVyMDM0MzU2NA@@.jpg
0000525,Pendaison à Jefferson City,"Short,Western",France,fr,N/A,N/A,5.4,53,"Three friends on their way to deliver a payroll stop for a few drinks. Two of them decide to stay for a while, but the third sets out to deliver the payroll by himself. When he never shows up, one of the friends who stayed behind is arrested for his murder and sentenced to hang.",1910,movie,N/A
0000527,Plaza de la Magdalena (Calles y plazas de Zaragoza),"Documentary,Short",Spain,es,N/A,N/A,N/A,N/A,N/A,1905,movie,N/A
0000526,Pennsylvania Tunnel Excavation,"Documentary,Short",United States,us,N/A,N/A,4.2,67,N/A,1905,movie,N/A
0000528,"Raffles, the Amateur Cracksman","Adventure,Short,Romance",United States,us,N/A,N/A,6.2,17,N/A,1905,movie,N/A
0000529,Reuben in the Opium Joint,"Short,Comedy",United States,us,N/A,N/A,N/A,N/A,N/A,1905,movie,N/A
0000530,Se da de comer,"Short,Comedy",Spain,es,N/A,N/A,N/A,N/A,N/A,1905,movie,N/A
0000532,Torrero y la ribera (Calles y plazas de Zaragoza),"Documentary,Short",Spain,es,N/A,N/A,N/A,N/A,N/A,1905,movie,N/A
0000533,The Wooing and Wedding of a Coon,"Comedy,Short",United States,us,N/A,N/A,6.7,40,"The opening shows a colored nursemaid in the park with baby carriage, and seated on a bench receives the attention of several smart colored men who admire her greatly and endeavor to make her acquaintance. But the dusky belle is coy and declines to make the acquaintance of any of them, until one more fortunate than the rest is invited to a seat on the bench with her, and a most pronounced flirtation takes place between the lady and her beau. The course of true love seems to run smoothly, and we are next introduced to the lady's home, where the young man is paying a visit and is introduced by the girl to her, father and mother, typical old darkies of before the war time, and several funny scenes follow in which the kid hint her plays a prominent part. The coon favors his girl with many presents and lavishes attentions upon her, although it cannot he said that the courtship proceeds altogether without incident. A rival appears on the scene, razors are drawn and finally a duel is arranged, at which both suitors, accompanied by their seconds, appear on the field of honor and exchange shots at thirty paces; one of the combatants is carried off the field, while our original hero remains the master of the situation, and the girl, arriving at the moment, is so pleased with his valor that arrangements for the wedding are made at once. The happy climax is reached at last and the marriage ceremony makes the two coons one and ends the ""wooing"" in a wedding. Next is seen the home of the young couple, but quite a change has taken place. No longer does the colored gallant overwhelm his lady with presents and similar attentions. Put the familiar sign of ""Washing Done Here"" is apparent, and while the woman toils at the wash tub the married coon smokes, drinks and enjoys himself at his leisure until he decides to go out and enjoy the sights and pleasures of the town. In turn he visits a trap game and several other gambling scenes, not forgetting various saloons, at which he accumulates a very perceptible package. His gambling experience has been unsuccessful and he loses not only his money but his clothes as well, and finally is compelled to rob a scarecrow in order to get clothes enough to get home again at all, which he finally gains in a very disheveled and ragged condition. The unfortunate coon has not been home long before he is attacked by imaginary foes as the result of his drinking bout; seizing a broom he gives battle wildly but is surprised by his wife, who, disgusted with the condition in which her husband has returned, attacks him viciously and gives him the beating he so richly deserves and ends by throwing a tub of suds and dirty water all over him.",1907,movie,N/A
0000534,The '?' Motorist,"Fantasy,Short,Comedy,Sci-Fi",United Kingdom,gb,N/A,N/A,6.7,1189,"A magical glowing white motorcar dismembers policemen, drives up buildings, flies through outer space and can transform into a horse and carriage. This was a British effort to top Melies at his Sci-Fi/fantasy/comedy trick films.",1906,movie,https://m.media-amazon.com/images/M/MV5BODM3Mjc1M2UtZTk4OC00NzJlLWI4MTgtMTI3Y2E0YmFlMmZiXkEyXkFqcGdeQXVyNDE5MTU2MDE@.jpg
0000531,Los sitios de Chile,"Short,Drama,War",Spain,es,N/A,N/A,N/A,N/A,N/A,1905,movie,N/A
0000535,Anarkistens svigermor,"Short,Comedy",Denmark,dk,N/A,N/A,4.8,60,N/A,1906,movie,N/A
0000536,Apachentanz,Short,Germany,de,N/A,N/A,N/A,N/A,"The Apache dance had the reputation of the ""Dance of the Underworld"". There were no set steps or routines, instead Habanera or Tango music was often acted pantomimically and dancers. During the dance, the women were often very close and firmly embraced, and artistic actions, as they later reappear in Lindy Hopp, were part of it. The dances that were identified with the apache dance beyond the variety dance in the bars and dance cafes were varied. There is no surviving spelling of this dance as a salon dance or ""social dance"". The diversity of the listed dances rather leads to the conclusion that ""Apache"" stands as a label for a Parisian subculture that existed in the environment of music cafes and small dance halls and in the dance fever of the time to the adaptation of just certain fashion dance and led regional styles.",1906,movie,https://m.media-amazon.com/images/M/MV5BYTJmNGMxODEtYzNhZS00MTczLTlhMjEtNjZmNDQ2MGE5NmNlXkEyXkFqcGdeQXVyMjI3MDczMjI@.jpg
0000537,"Arrival of Immigrants, Ellis Island","Documentary,Short",United States,us,N/A,N/A,4.4,93,N/A,1906,movie,N/A
0000538,"Bilbao, Portugalete y los Altos Hornos","Documentary,Short",Spain,es,N/A,N/A,N/A,N/A,N/A,1906,movie,N/A
0000539,Bonden i København,Short,Denmark,dk,N/A,N/A,N/A,N/A,N/A,1906,movie,N/A
0000540,Branden i Frihavnen,Short,Denmark,dk,N/A,N/A,N/A,N/A,N/A,1906,movie,N/A
0000545,Dream of a Racetrack Fiend,"Comedy,Short",United States,us,N/A,N/A,N/A,N/A,N/A,1906,movie,N/A
0000542,Cerveza gratis,"Short,Comedy",Spain,es,N/A,N/A,N/A,N/A,N/A,1906,movie,N/A
0000543,Kong Christian d. IXs Bisættelse,"Documentary,Short",Denmark,dk,N/A,N/A,4.8,17,N/A,1906,movie,N/A
0000541,Caros død,Short,Denmark,dk,N/A,N/A,N/A,N/A,N/A,1906,movie,N/A
0000544,The Dancer's Dream,Short,United Kingdom,gb,N/A,N/A,N/A,N/A,N/A,1906,movie,N/A
0000547,Ferias en San Sebastián y Cabalgata en la Ría,"Documentary,Short",Spain,es,N/A,N/A,N/A,N/A,N/A,1906,movie,N/A
0000548,Fiskerliv i Norden,Short,Denmark,dk,N/A,N/A,N/A,N/A,N/A,1906,movie,N/A
0000546,Dream of a Rarebit Fiend,"Short,Comedy,Fantasy",United States,us,N/A,N/A,6.7,1892,"Adapted from Winsor McCay's films and comics of the period, this film follows the established theme: the ""Rarebit Fiend"" gorges himself on rarebit and thus suffers spectacular hallucinatory dreams.",1906,short,https://m.media-amazon.com/images/M/MV5BOWE1YjJkNWMtMmEzZC00NzJhLWEzNWUtNThhOTFlYWY3NmYwXkEyXkFqcGdeQXVyNDE5MTU2MDE@.jpg
0000549,En foræring til min Kone,Short,Denmark,dk,N/A,N/A,N/A,N/A,N/A,1906,movie,N/A
0000550,Proklamationen af Kong Frederik d. VIII,"Short,News",Denmark,dk,N/A,N/A,3.6,13,N/A,1906,movie,N/A
0000551,Fæstningskrigen,Short,Denmark,dk,N/A,N/A,N/A,N/A,N/A,1906,movie,N/A
0000552,The Hand of the Artist,"Animation,Short",United Kingdom,gb,N/A,N/A,5.7,60,N/A,1907,movie,https://m.media-amazon.com/images/M/MV5BMjg2NGYxMWYtMzQzNy00ZTRlLTlmZjctZmQ2ZmY3NTA3NWI1XkEyXkFqcGdeQXVyNjYxMzM2NA@@.jpg
0000556,Hævnet,"Short,Romance",Denmark,dk,N/A,N/A,N/A,N/A,N/A,1907,movie,N/A
0000554,Humorous Phases of Funny Faces,"Animation,Short,Comedy,Family",United States,us,N/A,N/A,6.3,1340,"Considered the first truly animated movie (or at least the first verifiable, surviving animation), this film is based on the lightning-sketch, a popular vaudeville act. The artist (Blackton) draws a series of faces on a blackboard, which then seem to take on a life of their own.",1906,movie,https://m.media-amazon.com/images/M/MV5BZmIwMjBlYzMtYjU4OS00OGNiLWJmNmQtNjIwOGQ4YmQyODE4XkEyXkFqcGdeQXVyNDE5MTU2MDE@.jpg
0000557,Kathleen Mavourneen,"Short,Drama,Romance",United States,us,N/A,N/A,4.5,137,"Captain Clearfield, a wealthy landlord, assaults Kathleen with the help of an accomplice, but Terence O'More arrives in time to break up the attack. Clearfield then tries to get his way by intimidating Kathleen and her father, but again help arrives in time. Clearfield and his accomplice then come up with their most violent plan yet.",1906,short,https://m.media-amazon.com/images/M/MV5BNDRhMmNkMGYtYTBhMi00ODA1LTk2NDYtMDAyNDYzYTA5ZjlmXkEyXkFqcGdeQXVyNTM3MDMyMDQ@.jpg
0000555,Den hvide slavinde,Short,Denmark,dk,N/A,N/A,4.8,17,"A young girl reads an ad in the newspaper and enthusiastically shows it to a young man, who cares for her. She leaves on the train; the young man gives her a carrier pigeon. At the end of the journey, she meets with a lady, who takes her to her house. The girl is given an evening dress and taken to a salon filled with bachantians.",1907,movie,https://m.media-amazon.com/images/M/MV5BYmFlZjRiMjUtNDk2ZC00NzJiLWE2ZTgtZTA1OTEwZTJkNWIzXkEyXkFqcGdeQXVyMDk1ODM3MA@@.jpg
0000558,Los kikos,"Documentary,Short",Spain,es,N/A,N/A,N/A,N/A,N/A,1906,movie,N/A
0000559,Konfirmanden,Short,Denmark,dk,N/A,N/A,N/A,N/A,N/A,1906,movie,N/A
0000560,Ladrones burlados,Short,Spain,es,N/A,N/A,N/A,N/A,N/A,1906,movie,N/A
0000562,Os Lusíadas,Short,Portugal,pt,N/A,N/A,N/A,N/A,N/A,1906,movie,N/A
